project,bug_id,tests,buggy_result,buggy_fails,fixed_result,fixed_fails,verdict,lines,covered_lines,line_cov,branches,covered_branches,branch_cov,buggy_test_seconds,fixed_test_seconds,test_run_seconds,buggy_test_time_source,fixed_test_time_source
Closure,69,32,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,7,41,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,5.0,9.0,log_ant_total,log_ant_total
Closure,70,12,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,71,18,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,72,30,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,73,50,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,74,24,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,75,18,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,76,20,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,77,41,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,78,54,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,79,35,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,8,9,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,3.0,5.0,log_ant_total,log_ant_total
Closure,80,57,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,81,10,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,82,140,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,83,23,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Closure,84,5,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,85,21,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,3.0,5.0,log_ant_total,log_ant_total
Closure,86,234,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,87,13,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,4.0,7.0,log_ant_total,log_ant_total
Closure,88,18,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Closure,89,52,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,9,19,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,4.0,8.0,log_ant_total,log_ant_total
Closure,90,35,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Closure,91,18,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,92,30,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Closure,94,190,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Closure,95,20,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Closure,96,20,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,97,21,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,98,29,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,2.0,5.0,log_ant_total,log_ant_total
Closure,99,16,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Codec,1,154,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Codec,10,15,FAIL,6,NOT_RUN,,NOT_AVAILABLE,69,68,98.55,6,5,83.33,,,,,
Codec,11,36,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Codec,12,10,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Codec,13,31,NOT_RUN,,FAIL,17,NOT_AVAILABLE,,,,,,,1.0,,,log_ant_total,
Codec,14,77,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,,2.0,log_ant_total,
Codec,15,14,FAIL,3,NOT_RUN,,NOT_AVAILABLE,,,,,,,,,,,
Codec,16,26,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,,,,,
Codec,17,17,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,,,,,
Codec,18,22,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,,,,,
Codec,2,25,FAIL,1,FAIL,1,INCONCLUSIVE,214,179,83.64,146,102,69.86,,,,,
Codec,3,28,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Codec,4,29,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Codec,5,31,FAIL,3,FAIL,3,INCONCLUSIVE,231,204,88.31,158,117,74.05,,,,,
Codec,6,11,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Codec,7,36,FAIL,5,FAIL,5,INCONCLUSIVE,233,196,84.12,162,119,73.46,,,,,
Codec,8,42,FAIL,7,FAIL,7,INCONCLUSIVE,261,225,86.21,186,145,77.96,,,,,
Codec,9,49,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Collections,1,28,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Collections,10,32,PASS,0,PASS,0,NOT_REVEALING,119,102,85.71,48,40,83.33,,,,,
Collections,11,35,FAIL,4,FAIL,3,INCONCLUSIVE,35,35,100.0,12,12,100.0,,,,,
Collections,12,117,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Collections,13,42,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Collections,14,17,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Collections,15,23,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Collections,16,28,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Collections,17,18,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Collections,18,44,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Collections,19,28,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Collections,2,32,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Collections,20,44,FAIL,1,FAIL,1,INCONCLUSIVE,293,238,81.23,154,106,68.83,,,,,
Collections,21,33,PASS,0,PASS,0,NOT_REVEALING,109,102,93.58,38,36,94.74,,,,,
Collections,22,30,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Collections,23,28,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Collections,24,16,PASS,0,PASS,0,NOT_REVEALING,26,25,96.15,12,12,100.0,,,,,
Collections,25,66,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Collections,26,29,PASS,0,PASS,0,NOT_REVEALING,37,35,94.59,12,12,100.0,,,,,
Collections,27,28,FAIL,1,FAIL,1,INCONCLUSIVE,127,109,85.83,50,41,82.0,,,,,
Collections,28,28,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Collections,3,58,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Collections,4,38,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Collections,5,34,FAIL,2,FAIL,1,INCONCLUSIVE,82,81,98.78,20,19,95.0,,,,,
Collections,6,34,FAIL,2,PASS,0,REVEALING,495,293,59.19,376,193,51.33,,,,,
Collections,7,35,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Collections,8,19,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Collections,9,65,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Compress,1,12,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
Compress,10,19,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,11,21,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,12,36,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,13,72,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Compress,14,27,FAIL,7,FAIL,6,INCONCLUSIVE,101,73,72.28,66,47,71.21,,,,,
Compress,15,62,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Compress,16,19,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Compress,17,28,FAIL,12,FAIL,12,INCONCLUSIVE,179,129,72.07,116,82,70.69,,,,,
Compress,18,50,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,19,34,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,2,20,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,20,17,FAIL,7,FAIL,7,INCONCLUSIVE,213,85,39.91,114,33,28.95,,,,,
Compress,21,12,FAIL,2,FAIL,2,INCONCLUSIVE,390,278,71.28,136,81,59.56,,,,,
Compress,22,23,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Compress,23,25,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,24,27,FAIL,7,FAIL,8,INCONCLUSIVE,180,120,66.67,118,75,63.56,,,,,
Compress,25,31,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
Compress,26,38,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,,,,,
Compress,27,36,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,28,11,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
Compress,29,167,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Compress,3,20,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,30,13,FAIL,9,FAIL,9,INCONCLUSIVE,488,39,7.99,265,19,7.17,,,,,
Compress,31,29,FAIL,9,FAIL,9,INCONCLUSIVE,176,116,65.91,116,73,62.93,,,,,
Compress,32,25,FAIL,5,FAIL,5,INCONCLUSIVE,220,96,43.64,126,38,30.16,,,,,
Compress,33,45,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Compress,34,27,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,35,23,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,36,25,FAIL,22,FAIL,22,INCONCLUSIVE,533,40,7.5,303,10,3.3,,,,,
Compress,37,27,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,38,12,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,39,28,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Compress,4,95,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,40,17,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Compress,41,27,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Compress,42,36,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Compress,43,37,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,44,25,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Compress,45,27,FAIL,14,FAIL,14,INCONCLUSIVE,171,109,63.74,108,66,61.11,,,,,
Compress,46,18,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Compress,47,18,FAIL,3,FAIL,3,INCONCLUSIVE,430,282,65.58,273,129,47.25,,,,,
Compress,5,20,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
Compress,6,45,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,7,34,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,8,27,FAIL,11,FAIL,10,INCONCLUSIVE,70,68,97.14,38,35,92.11,,,,,
Compress,9,21,FAIL,5,FAIL,5,INCONCLUSIVE,110,85,77.27,42,35,83.33,,,,,
Csv,1,25,FAIL,1,FAIL,1,INCONCLUSIVE,37,37,100.0,22,21,95.45,,,,,
Csv,10,53,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
Csv,11,34,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Csv,12,51,FAIL,3,FAIL,3,INCONCLUSIVE,184,137,74.46,140,82,58.57,,,,,
Csv,13,82,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Csv,14,46,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Csv,15,92,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Csv,16,19,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Csv,2,16,PASS,0,PASS,0,NOT_REVEALING,21,21,100.0,16,16,100.0,,,,,
Csv,3,51,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Csv,4,16,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Csv,5,33,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Csv,6,19,FAIL,4,FAIL,4,INCONCLUSIVE,35,31,88.57,18,15,83.33,,,,,
Csv,7,17,FAIL,2,FAIL,2,INCONCLUSIVE,101,78,77.23,50,34,68.0,,,,,
Csv,8,46,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Csv,9,17,FAIL,1,FAIL,1,INCONCLUSIVE,36,36,100.0,22,21,95.45,,,,,
Gson,1,20,FAIL,11,FAIL,9,INCONCLUSIVE,47,30,63.83,22,12,54.55,,,,,
Gson,10,17,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Gson,11,75,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Gson,12,23,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Gson,13,44,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Gson,14,62,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Gson,15,34,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Gson,16,39,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
Gson,17,35,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Gson,18,45,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Gson,2,87,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Gson,3,14,FAIL,5,FAIL,5,INCONCLUSIVE,86,61,70.93,32,21,65.62,,,,,
Gson,4,75,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Gson,5,21,FAIL,2,FAIL,2,INCONCLUSIVE,150,135,90.0,89,67,75.28,,,,,
Gson,6,7,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Gson,7,50,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Gson,8,6,PASS,0,PASS,0,NOT_REVEALING,31,0,0.0,0,0,,,,,,
Gson,9,172,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,1,85,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,10,25,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,11,27,FAIL,9,FAIL,9,INCONCLUSIVE,468,326,69.66,268,109,40.67,,,,,
JacksonCore,12,100,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,13,13,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
JacksonCore,14,18,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
JacksonCore,15,35,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
JacksonCore,16,23,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,17,31,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,18,153,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,19,122,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,2,54,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,20,59,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
JacksonCore,21,58,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
JacksonCore,22,16,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
JacksonCore,23,38,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,24,115,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,25,35,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,26,22,FAIL,9,FAIL,9,INCONCLUSIVE,1482,208,14.04,951,101,10.62,,,,,
JacksonCore,3,45,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,4,45,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,5,20,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonCore,6,24,FAIL,4,FAIL,3,INCONCLUSIVE,84,80,95.24,62,54,87.1,,,,,
JacksonCore,7,30,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,8,48,FAIL,17,FAIL,17,INCONCLUSIVE,271,164,60.52,138,67,48.55,,,,,
JacksonCore,9,90,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonDatabind,1,40,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
JacksonDatabind,10,22,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonDatabind,100,47,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
JacksonDatabind,101,15,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
JacksonDatabind,102,19,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,2.0,5.0,log_ant_total,log_ant_total
JacksonDatabind,103,559,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,2.0,6.0,log_ant_total,log_ant_total
JacksonDatabind,104,38,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
JacksonDatabind,105,9,FAIL,1,FAIL,1,INCONCLUSIVE,19,17,89.47,12,10,83.33,,,,,
JacksonDatabind,106,92,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,3.0,6.0,log_ant_total,log_ant_total
JacksonDatabind,107,23,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
JacksonDatabind,108,116,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,2.0,5.0,log_ant_total,log_ant_total
JacksonDatabind,109,65,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,3.0,6.0,log_ant_total,log_ant_total
JacksonDatabind,11,62,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonDatabind,110,23,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
JacksonDatabind,111,93,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,3.0,5.0,log_ant_total,log_ant_total
JacksonDatabind,112,23,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
JacksonDatabind,12,31,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
JacksonDatabind,13,18,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
JacksonDatabind,14,90,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
JacksonDatabind,15,133,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
JacksonDatabind,16,22,FAIL,2,FAIL,2,INCONCLUSIVE,35,35,100.0,36,31,86.11,,,,,
