project,bug_id,tests,buggy_result,buggy_fails,fixed_result,fixed_fails,verdict,lines,covered_lines,line_cov,branches,covered_branches,branch_cov,buggy_test_seconds,fixed_test_seconds,test_run_seconds,buggy_test_time_source,fixed_test_time_source
Closure,76,13,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,77,107,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,78,68,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,79,25,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,8,12,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Closure,80,338,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,81,40,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,82,80,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,83,25,FAIL,8,FAIL,2,INCONCLUSIVE,193,150,77.72,36,19,52.78,,,,,
Closure,84,36,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,85,11,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,86,257,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,87,36,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,88,15,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,89,51,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Closure,9,24,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,90,68,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Closure,91,16,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
Closure,92,26,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Closure,94,120,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Closure,95,19,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Closure,96,29,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
Closure,97,79,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Closure,98,42,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Closure,99,16,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Codec,1,63,FAIL,19,FAIL,19,INCONCLUSIVE,256,185,72.27,184,98,53.26,,,,,
Codec,10,15,PASS,0,PASS,0,NOT_REVEALING,69,69,100.0,6,6,100.0,,,,,
Codec,11,23,PASS,0,FAIL,6,INCONCLUSIVE,81,75,92.59,36,34,94.44,,,,,
Codec,12,14,FAIL,3,FAIL,1,INCONCLUSIVE,31,30,96.77,26,25,96.15,,,,,
Codec,13,146,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Codec,14,82,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
Codec,15,21,FAIL,4,FAIL,4,INCONCLUSIVE,51,50,98.04,34,26,76.47,,,,,
Codec,16,26,FAIL,1,FAIL,1,INCONCLUSIVE,165,138,83.64,75,60,80.0,,,,,
Codec,17,33,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Codec,18,40,PASS,0,PASS,0,NOT_REVEALING,39,38,97.44,20,19,95.0,,,,,
Codec,2,25,FAIL,1,FAIL,1,INCONCLUSIVE,214,179,83.64,146,102,69.86,,,,,
Codec,3,185,FAIL,105,FAIL,105,INCONCLUSIVE,453,419,92.49,450,364,80.89,,,,,
Codec,4,27,FAIL,4,FAIL,2,INCONCLUSIVE,231,214,92.64,158,125,79.11,,,,,
Codec,5,31,FAIL,3,FAIL,3,INCONCLUSIVE,231,204,88.31,158,117,74.05,,,,,
Codec,6,13,FAIL,2,FAIL,2,INCONCLUSIVE,35,35,100.0,28,26,92.86,,,,,
Codec,7,36,FAIL,5,FAIL,5,INCONCLUSIVE,233,196,84.12,162,119,73.46,,,,,
Codec,8,42,FAIL,7,FAIL,7,INCONCLUSIVE,261,225,86.21,186,145,77.96,,,,,
Codec,9,43,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Collections,1,34,FAIL,4,FAIL,4,INCONCLUSIVE,491,272,55.4,376,160,42.55,,,,,
Collections,10,32,PASS,0,PASS,0,NOT_REVEALING,119,102,85.71,48,40,83.33,,,,,
Collections,11,35,FAIL,4,FAIL,3,INCONCLUSIVE,35,35,100.0,12,12,100.0,,,,,
Collections,12,54,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Collections,13,88,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Collections,14,30,PASS,0,PASS,0,NOT_REVEALING,18,12,66.67,2,2,100.0,,,,,
Collections,15,30,PASS,0,PASS,0,NOT_REVEALING,86,84,97.67,22,22,100.0,,,,,
Collections,16,33,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Collections,17,20,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Collections,18,37,FAIL,1,FAIL,1,INCONCLUSIVE,93,84,90.32,36,34,94.44,,,,,
Collections,19,33,PASS,0,PASS,0,NOT_REVEALING,109,102,93.58,38,35,92.11,,,,,
Collections,2,100,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Collections,20,44,FAIL,1,FAIL,1,INCONCLUSIVE,293,238,81.23,154,106,68.83,,,,,
Collections,21,33,PASS,0,PASS,0,NOT_REVEALING,109,102,93.58,38,36,94.74,,,,,
Collections,22,32,PASS,0,PASS,0,NOT_REVEALING,195,91,46.67,52,27,51.92,,,,,
Collections,23,27,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Collections,24,16,PASS,0,PASS,0,NOT_REVEALING,26,25,96.15,12,12,100.0,,,,,
Collections,25,88,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
Collections,26,29,PASS,0,PASS,0,NOT_REVEALING,37,35,94.59,12,12,100.0,,,,,
Collections,27,28,FAIL,1,FAIL,1,INCONCLUSIVE,127,109,85.83,50,41,82.0,,,,,
Collections,28,48,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
Collections,3,79,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Collections,4,40,FAIL,4,FAIL,2,INCONCLUSIVE,111,103,92.79,48,41,85.42,,,,,
Collections,5,34,FAIL,2,FAIL,1,INCONCLUSIVE,82,81,98.78,20,19,95.0,,,,,
Collections,6,34,FAIL,2,PASS,0,REVEALING,495,293,59.19,376,193,51.33,,,,,
Collections,7,98,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Collections,8,28,PASS,0,PASS,0,NOT_REVEALING,88,74,84.09,36,30,83.33,,,,,
Collections,9,62,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Compress,1,15,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Compress,10,15,FAIL,2,FAIL,2,INCONCLUSIVE,304,207,68.09,113,39,34.51,,,,,
Compress,11,17,FAIL,1,FAIL,1,INCONCLUSIVE,69,53,76.81,46,33,71.74,,,,,
Compress,12,33,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Compress,13,51,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,14,27,FAIL,7,FAIL,6,INCONCLUSIVE,101,73,72.28,66,47,71.21,,,,,
Compress,15,35,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Compress,16,23,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Compress,17,28,FAIL,12,FAIL,12,INCONCLUSIVE,179,129,72.07,116,82,70.69,,,,,
Compress,18,32,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Compress,19,33,FAIL,1,FAIL,1,INCONCLUSIVE,99,98,98.99,60,59,98.33,,,,,
Compress,2,20,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Compress,20,17,FAIL,7,FAIL,7,INCONCLUSIVE,213,85,39.91,114,33,28.95,,,,,
Compress,21,12,FAIL,2,FAIL,2,INCONCLUSIVE,390,278,71.28,136,81,59.56,,,,,
Compress,22,14,FAIL,4,FAIL,4,INCONCLUSIVE,500,42,8.4,265,22,8.3,,,,,
Compress,23,17,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Compress,24,27,FAIL,7,FAIL,8,INCONCLUSIVE,180,120,66.67,118,75,63.56,,,,,
Compress,25,22,FAIL,6,FAIL,3,INCONCLUSIVE,401,256,63.84,252,121,48.02,,,,,
Compress,26,25,PASS,0,PASS,0,NOT_REVEALING,36,36,100.0,18,18,100.0,,,,,
Compress,27,32,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Compress,28,41,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Compress,29,150,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Compress,3,15,PASS,0,FAIL,2,INCONCLUSIVE,90,85,94.44,28,27,96.43,,,,,
Compress,30,13,FAIL,9,FAIL,9,INCONCLUSIVE,488,39,7.99,265,19,7.17,,,,,
Compress,31,29,FAIL,9,FAIL,9,INCONCLUSIVE,176,116,65.91,116,73,62.93,,,,,
Compress,32,25,FAIL,5,FAIL,5,INCONCLUSIVE,220,96,43.64,126,38,30.16,,,,,
Compress,33,34,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Compress,34,33,FAIL,2,FAIL,2,INCONCLUSIVE,70,70,100.0,14,13,92.86,,,,,
Compress,35,21,FAIL,2,FAIL,3,INCONCLUSIVE,174,121,69.54,112,68,60.71,,,,,
Compress,36,25,FAIL,22,FAIL,22,INCONCLUSIVE,533,40,7.5,303,10,3.3,,,,,
Compress,37,24,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Compress,38,96,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Compress,39,35,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Compress,4,80,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Compress,40,13,PASS,0,PASS,0,NOT_REVEALING,33,33,100.0,12,12,100.0,,,,,
Compress,41,26,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Compress,42,71,FAIL,5,FAIL,5,INCONCLUSIVE,242,209,86.36,132,88,66.67,,,,,
Compress,43,49,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Compress,44,17,FAIL,1,FAIL,1,INCONCLUSIVE,17,17,100.0,6,6,100.0,,,,,
Compress,45,27,FAIL,14,FAIL,14,INCONCLUSIVE,171,109,63.74,108,66,61.11,,,,,
Compress,46,52,FAIL,5,FAIL,5,INCONCLUSIVE,112,106,94.64,96,72,75.0,,,,,
Compress,47,18,FAIL,3,FAIL,3,INCONCLUSIVE,430,282,65.58,273,129,47.25,,,,,
Compress,5,18,FAIL,2,FAIL,2,INCONCLUSIVE,159,146,91.82,94,70,74.47,,,,,
Compress,6,55,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Compress,7,23,FAIL,1,FAIL,1,INCONCLUSIVE,63,61,96.83,38,35,92.11,,,,,
Compress,8,27,FAIL,11,FAIL,10,INCONCLUSIVE,70,68,97.14,38,35,92.11,,,,,
Compress,9,21,FAIL,5,FAIL,5,INCONCLUSIVE,110,85,77.27,42,35,83.33,,,,,
Csv,1,25,FAIL,1,FAIL,1,INCONCLUSIVE,37,37,100.0,22,21,95.45,,,,,
Csv,10,35,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
Csv,11,19,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Csv,12,51,FAIL,3,FAIL,3,INCONCLUSIVE,184,137,74.46,140,82,58.57,,,,,
Csv,13,83,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Csv,14,77,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Csv,15,25,FAIL,1,FAIL,1,INCONCLUSIVE,397,260,65.49,279,135,48.39,,,,,
Csv,16,20,FAIL,3,FAIL,3,INCONCLUSIVE,121,84,69.42,68,42,61.76,,,,,
Csv,2,16,PASS,0,PASS,0,NOT_REVEALING,21,21,100.0,16,16,100.0,,,,,
Csv,3,43,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Csv,4,21,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Csv,5,11,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Csv,6,19,FAIL,4,FAIL,4,INCONCLUSIVE,35,31,88.57,18,15,83.33,,,,,
Csv,7,17,FAIL,2,FAIL,2,INCONCLUSIVE,101,78,77.23,50,34,68.0,,,,,
Csv,8,47,PASS,0,FAIL,1,INCONCLUSIVE,179,151,84.36,140,96,68.57,,,,,
Csv,9,17,FAIL,1,FAIL,1,INCONCLUSIVE,36,36,100.0,22,21,95.45,,,,,
Gson,1,20,FAIL,11,FAIL,9,INCONCLUSIVE,47,30,63.83,22,12,54.55,,,,,
Gson,10,17,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Gson,11,102,PASS,0,FAIL,1,INCONCLUSIVE,500,419,83.8,196,157,80.1,,,,,
Gson,12,16,PASS,0,PASS,0,NOT_REVEALING,168,147,87.5,86,64,74.42,,,,,
Gson,13,30,FAIL,2,FAIL,2,INCONCLUSIVE,683,425,62.23,484,246,50.83,,,,,
Gson,14,18,FAIL,1,FAIL,1,INCONCLUSIVE,238,189,79.41,190,123,64.74,,,,,
Gson,15,23,FAIL,3,FAIL,2,INCONCLUSIVE,198,155,78.28,92,56,60.87,,,,,
Gson,16,16,PASS,0,PASS,0,NOT_REVEALING,243,203,83.54,194,129,66.49,,,,,
Gson,17,12,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Gson,18,22,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Gson,2,12,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Gson,3,14,FAIL,5,FAIL,5,INCONCLUSIVE,86,61,70.93,32,21,65.62,,,,,
Gson,4,106,FAIL,27,FAIL,2,INCONCLUSIVE,882,551,62.47,565,275,48.67,,,,,
Gson,5,21,FAIL,2,FAIL,2,INCONCLUSIVE,150,135,90.0,89,67,75.28,,,,,
Gson,6,7,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Gson,7,36,PASS,0,PASS,0,NOT_REVEALING,684,457,66.81,469,254,54.16,,,,,
Gson,8,6,PASS,0,PASS,0,NOT_REVEALING,31,0,0.0,0,0,,,,,,
Gson,9,119,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonCore,1,121,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,10,44,FAIL,20,FAIL,20,INCONCLUSIVE,465,255,54.84,266,63,23.68,,,,,
JacksonCore,11,27,FAIL,9,FAIL,9,INCONCLUSIVE,468,326,69.66,268,109,40.67,,,,,
JacksonCore,12,47,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
JacksonCore,13,18,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonCore,14,49,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
JacksonCore,15,13,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonCore,16,16,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
JacksonCore,17,34,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,18,138,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
JacksonCore,19,238,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonCore,2,35,FAIL,1,FAIL,1,INCONCLUSIVE,2463,1116,45.31,1698,559,32.92,,,,,
JacksonCore,20,104,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonCore,21,51,FAIL,31,FAIL,31,INCONCLUSIVE,385,44,11.43,269,18,6.69,,,,,
JacksonCore,22,12,FAIL,1,FAIL,1,INCONCLUSIVE,381,155,40.68,267,83,31.09,,,,,
JacksonCore,23,49,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
JacksonCore,24,124,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
JacksonCore,25,56,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
JacksonCore,26,22,FAIL,9,FAIL,9,INCONCLUSIVE,1482,208,14.04,951,101,10.62,,,,,
JacksonCore,3,31,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonCore,4,44,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonCore,5,41,PASS,0,PASS,0,NOT_REVEALING,84,82,97.62,62,56,90.32,,,,,
JacksonCore,6,24,FAIL,4,FAIL,3,INCONCLUSIVE,84,80,95.24,62,54,87.1,,,,,
JacksonCore,7,27,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
JacksonCore,8,48,FAIL,17,FAIL,17,INCONCLUSIVE,271,164,60.52,138,67,48.55,,,,,
JacksonCore,9,189,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
JacksonDatabind,1,35,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
JacksonDatabind,10,21,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,100,49,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,101,22,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
JacksonDatabind,102,20,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonDatabind,103,359,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonDatabind,104,19,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonDatabind,105,9,FAIL,1,FAIL,1,INCONCLUSIVE,19,17,89.47,12,10,83.33,,,,,
JacksonDatabind,106,16,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonDatabind,107,7,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonDatabind,108,14,FAIL,1,FAIL,1,INCONCLUSIVE,432,195,45.14,182,66,36.26,,,,,
JacksonDatabind,109,34,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonDatabind,11,20,PASS,0,PASS,0,NOT_REVEALING,320,180,56.25,198,84,42.42,,,,,
JacksonDatabind,110,20,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonDatabind,111,80,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonDatabind,112,11,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonDatabind,12,20,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonDatabind,13,32,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,14,32,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,15,89,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,16,22,FAIL,2,FAIL,2,INCONCLUSIVE,35,35,100.0,36,31,86.11,,,,,
JacksonDatabind,17,10,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,18,19,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,19,55,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,2,20,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,20,67,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,21,69,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
JacksonDatabind,22,27,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,23,15,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,24,28,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,25,52,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,26,32,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,27,12,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,28,32,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,29,14,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
JacksonDatabind,3,13,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
JacksonDatabind,30,38,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
JacksonDatabind,31,16,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
